traffic_level,weather_condition,distance_km,time_of_day,day_of_week,delay_mins
0,0,419.4967044862246,20,6,3.3100906048839356
5,0,89.01557214557697,14,0,64.9375435063607
4,0,14.476709658434157,16,2,72.54520805969159
3,1,390.6557802659145,17,5,87.18190037782134
0,3,306.8002254505449,4,1,48.38109256368305
4,4,351.3215869629502,12,1,111.69941529990862
0,0,419.88671261937805,18,3,29.665548894398814
2,1,402.39141273812777,12,2,49.0279891524772
0,1,480.6554727297682,17,0,46.211360332081675
5,1,270.2878640317985,13,0,79.39019403700391
0,3,246.80533816665314,3,4,47.34397182680141
0,4,203.9341639459114,3,4,66.27910290340661
5,3,81.07706620788124,19,3,122.94502909113606
3,2,288.4405802766011,19,0,98.00397595664872
0,1,142.1211995413595,18,3,51.49913993630622
5,2,461.0472185454229,12,2,105.40107491457695
4,0,293.6794481171633,11,1,50.7903233524759
2,0,298.45588935151454,6,0,32.44212666785521
2,3,180.68770713411996,11,5,74.11658150688193
0,4,30.734729228965207,20,6,67.96165490038999
3,2,20.71316385962937,3,2,53.86368866557875
3,4,214.55089635583278,1,0,105.85535477179248
4,3,46.859862158132735,1,6,92.59960887934331
0,0,305.38924299236885,4,5,2.3916401625952886
2,4,441.08163779163044,22,4,88.96262261185949
3,4,442.0428341767675,9,3,123.34132510247895
0,0,331.227478015455,9,4,28.55395752293942
3,2,109.55975657910085,8,1,87.79252486192505
5,0,432.1834315226417,12,4,69.54475448298943
3,4,443.61625048003805,6,0,107.82201317124266
2,2,102.34352455171455,4,5,54.76400344284248
1,2,370.02591245648523,9,4,81.89913428041052
4,0,146.82717671892587,9,0,73.19443710709382
4,4,402.3069546147002,5,1,114.50182698031104
2,3,498.6327604522833,18,6,101.60795199440355
3,4,19.862872638049442,20,5,99.39035182233296
0,1,449.1961035665113,7,4,27.48178958558967
3,3,313.20211413133575,0,3,89.7408767024822
2,2,486.82439648658647,16,3,88.11594466004439
4,3,235.17971117558167,6,5,91.00047992812219
3,2,424.45702563283,13,3,72.89193760860407
4,2,35.88506395614723,20,4,86.10839984862561
0,3,170.9631297887564,20,4,53.485452032950064
4,2,38.17318618684894,16,5,105.23371570717057
4,2,487.7948510721399,8,4,110.83363673585058
1,1,409.4020840995592,16,6,60.119949295318555
1,4,427.01097351675537,4,0,78.64019827515654
5,4,469.29278955977765,19,1,160.35111423161328
1,1,47.12622562929375,7,6,23.7476895206188
4,3,195.87080829410002,5,6,101.53576257736688
2,0,40.16227007678105,10,3,47.15723254324178
4,0,109.34258526726417,18,0,81.79148585715524
2,0,118.53605963364782,3,5,28.50460081171299
2,1,237.20806946855146,17,3,64.99722438964669
1,1,137.93827288955308,0,0,28.212203390281022
3,2,54.98416287479174,12,4,70.65788629111248
0,0,87.90808910158331,13,5,0.0
1,3,77.901403958285,23,5,58.66871050607173
1,3,486.67301496658763,0,3,64.16873945358704
3,0,380.8497909246444,10,4,77.41258155973561
0,0,484.0419253084332,16,3,44.33619797092531
4,0,222.67154082141474,3,2,59.769050583386914
5,1,142.79239842301502,11,0,77.23397814279113
5,1,400.1551326185474,9,2,105.98933941883611
4,1,166.49568943036766,5,0,62.434095891036705
1,4,153.1947699841474,0,1,82.74250185369849
0,3,120.09046614287644,6,6,52.055427876363375
1,3,69.1910942209965,20,5,63.27762629195663
2,2,131.94921520329916,15,3,55.38934461966153
1,1,180.8832754945744,23,1,21.828178088601945
1,4,338.62713303213656,13,1,71.13275461293891
4,4,35.96959689862853,22,5,109.00756225248512
4,3,109.20093513434476,19,5,117.57064742085522
4,1,405.4667019443798,19,0,92.92082756692444
5,2,77.72635217396653,5,2,93.28026891212245
2,1,174.60934752864816,21,4,47.560486099870424
4,0,433.00616631977937,4,0,53.153987983411845
0,1,81.68802901600411,23,4,10.105712152039192
5,0,45.954733631004,20,1,57.53173879523144
3,0,244.84630756460535,17,4,60.67710633853244
0,2,154.6976580828755,14,2,36.05811624128745
0,3,283.8871404195078,5,0,50.65719903734055
4,1,402.8834207893202,18,5,105.46011455696421
3,0,72.88850163560787,0,2,41.13119563090346
3,1,292.44604685437105,0,6,65.91820162207824
5,3,255.22683639298265,12,2,103.08515992832157
3,3,76.31899907653379,2,6,66.2620859993726
2,4,313.87925033684627,9,0,116.49254514891393
4,3,140.45200684108195,20,5,96.42514134178217
3,2,246.47798767928617,2,2,70.31563268084604
5,0,45.72480051714563,8,6,86.39347963849114
2,4,232.4941083207434,7,5,83.02975124276183
1,2,156.69941668119606,2,3,47.94988182304617
1,1,412.0786995367504,12,3,38.922540191246696
2,0,33.2044698636973,5,3,18.66534581225841
5,3,212.2106010845733,12,4,107.47602991744502
2,0,231.92355494506182,22,2,27.17915185320243
4,1,363.87800776806375,19,0,91.92350564455988
4,4,289.27234966965443,19,0,132.97988504272698
1,4,335.2701069111196,11,4,78.76792709334951
3,4,389.6393963976193,12,0,105.09681553127388
5,3,431.7904719608034,1,6,110.5848988953946
1,2,160.3683708776229,20,3,39.753424428770174
3,2,271.32123915513193,23,2,73.47921100830949
3,0,420.85349882740394,22,0,40.5804676003698
4,3,494.7783098277029,15,0,101.34953862855802
0,4,445.31205896666273,22,1,66.72585803854216
0,4,188.87629499906652,5,1,70.00606922082963
2,1,101.60742602323195,18,1,62.42499620019654
4,1,247.24930601626141,20,2,76.57261901537015
3,4,372.1125186588409,12,3,107.20376006388436
5,4,248.8216900228823,16,5,159.0809271794044
0,3,244.1745273402659,22,3,53.20668469470369
3,2,419.9240584354913,8,3,98.29325893019897
0,1,183.89487063825723,16,2,39.091065767004174
0,2,430.59836403176456,1,6,36.834910326763925
0,3,206.36837647110315,18,6,81.5637726555382
5,4,167.47538731077802,18,2,148.10981378449117
4,2,229.725006043851,23,1,85.89909705665255
5,4,382.41124454405985,6,0,128.68308161621115
1,4,67.37100379267717,21,4,74.59572596839975
3,0,102.2275118566486,9,4,64.48534865695754
4,2,475.9651887032305,9,5,114.99601120822688
4,2,91.8683555537719,19,0,100.7668296556214
4,4,286.025022375872,8,5,137.34597909298648
4,3,291.7606609976592,16,1,125.38177988503489
5,0,247.36410871487118,14,5,65.76471828679841
4,4,324.1488980455252,1,0,112.17695494284933
2,1,118.76422926982112,3,0,43.45828915920195
3,1,278.56782254949036,18,4,77.71564966820371
4,0,189.2257613472141,16,6,70.66948438226294
3,3,332.5252935164486,4,1,89.1254347097747
2,4,74.90565396970898,6,2,79.50565439179039
2,2,287.5843213355407,17,5,86.15230643880899
3,0,96.70882591474523,20,4,28.160771540301138
0,3,142.928316241943,21,5,44.23362712905487
1,2,113.2613511601737,6,5,42.627342457957894
0,1,95.50470103506447,16,2,33.87691814761299
0,1,413.7269210225302,6,1,21.41117705608474
5,2,146.42524599214073,3,0,98.85360310960486
0,0,463.9262720229024,7,3,2.9269818060402706
4,1,485.11363004586946,12,5,70.97540637331063
5,4,287.77393261886317,3,3,134.26870199923826
5,2,75.78555571953457,5,1,86.20640679933686
2,2,190.40138047289273,4,3,64.79414436812722
0,1,399.87747035736595,11,5,21.602523006917504
2,0,186.85841070504986,3,2,28.24672864351557
3,4,48.07352305988043,23,3,103.41888161824453
1,0,280.608530909453,8,1,40.186680921683966
5,3,423.3348214905372,3,1,116.62182479682816
3,3,398.9835616360337,18,6,118.40265676634861
3,1,91.68595436452485,23,6,49.57964905108016
4,1,338.01848413417105,13,2,65.95321884718945
1,1,114.14961040064532,4,3,28.139976729768076
3,3,113.01272960332525,17,3,107.2736778862603
3,0,437.66552778606666,9,6,64.35857066026539
1,0,128.58613160641391,18,0,36.36372013878812
1,1,135.30743652641553,11,4,12.371627946167521
3,4,5.32342842684328,17,1,119.43510515206484
1,0,435.9811718921312,16,0,50.191594339349216
3,3,397.3344325385217,23,1,80.6132429768977
3,2,315.5278228698856,10,0,94.99483379968004
4,2,376.3815531497269,2,6,97.73929510221066
0,2,80.26404087512344,22,6,31.492480610834797
3,4,231.87017932084984,16,4,132.42137542545686
2,1,178.85359673764654,0,0,37.517495326296945
5,3,51.419380497223166,14,1,108.27247963880559
0,4,245.6345901813874,8,3,84.0016006534193
0,3,460.7661269196045,14,1,56.220645613113504
0,3,24.829263930093767,23,5,49.707826452400795
4,1,149.27315217942797,2,6,69.01034227123694
3,2,107.73276342182321,21,2,66.42996863977888
4,1,122.88259356451968,18,2,91.83231970137986
3,4,454.67510318029076,12,6,106.51596174065328
4,4,236.69418184597362,11,5,116.06383191419523
4,4,235.8182094052103,19,2,137.09752944707125
5,1,381.48494301536476,0,6,87.28539286148347
2,3,81.47364098243827,20,2,77.80249981612906
4,3,246.19635027952515,16,6,121.3345897720655
5,0,217.84268098992456,12,4,64.58905225950829
1,4,300.4707918205948,0,3,73.48534191735332
2,3,499.7810631089671,9,3,105.69690788130067
4,0,385.8772025706133,14,1,57.45073269031624
0,3,201.94352299362646,6,5,49.32880238504104
1,4,414.63876087565325,21,6,80.95977348901941
1,2,89.50063983967769,17,0,78.39914474216448
5,4,20.07952472293526,15,1,105.96797647414132
1,1,106.20194436981517,13,1,26.64075449759895
2,3,173.50372027655854,17,6,95.75145601507076
4,3,257.73747494248215,6,6,105.43931256362114
4,1,309.4889245678939,16,1,96.5662225379508
0,1,455.74983002113873,17,1,51.61342578111355
5,2,257.37773472747654,11,3,101.44683564906515
0,3,253.13144408973605,7,0,49.16284537277832
1,3,29.870289862376154,21,1,60.85903847638868
0,2,22.281218564830787,1,3,27.791794930529832
2,0,277.82418114860417,6,1,24.289951993744772
4,2,221.89841355793052,3,2,91.40880320767356
1,4,420.3942955152478,17,1,107.25304455912561
0,3,84.53639443236337,5,6,49.914040863020276
5,1,17.36097274793955,8,5,94.94634603113212
2,4,227.2741901254123,8,5,116.09724703181769
2,3,122.55188559236746,13,1,80.34220144620654
0,2,29.559114802724537,7,4,29.203931954132514
4,4,363.67615198957634,18,2,133.99452583389854
0,3,60.2385349788375,2,0,47.1246516678473
1,0,306.118152503847,17,1,37.94287852402547
0,0,144.11962633261012,4,0,0.0
2,1,90.8805449257359,13,2,37.14378242481079
0,3,192.97700384506214,3,1,46.396551103021224
4,0,401.71565923036206,6,4,51.09806421185245
5,2,199.0863205677635,19,3,125.61406032204808
3,3,376.6309763594726,11,4,97.98066955038682
0,2,67.11571691557958,1,6,34.432754419348754
4,2,387.5218527342142,10,4,112.67141451519959
4,0,122.28199582879108,13,3,49.73539935302026
5,3,340.30959929499204,21,6,107.32452791533453
2,4,285.0618696462932,22,3,97.71578854829404
4,0,464.92663501978524,15,5,56.98426521494398
4,0,196.72464639778045,19,3,74.62156556762311
4,3,37.751768473048024,5,1,98.82881848947697
4,3,14.481965347870188,22,0,92.92171835755533
1,2,414.2949876815128,3,5,55.17237096908765
1,3,264.7441406424089,14,5,60.24613928017046
2,2,388.7458056582999,23,0,66.86310074043436
0,0,121.04067200569978,0,5,7.319649524820814
4,1,175.8164540290507,6,3,73.14047119053149
5,4,19.901416744602876,11,4,116.8509041369246
0,0,480.9387006641855,9,2,34.20357683138876
5,3,335.59461381690267,4,3,121.4507426710193
0,4,466.93651844085656,11,6,68.10666997329487
2,1,136.4207216773908,17,6,70.7835434237102
4,1,307.6744875567021,9,4,105.60631483924365
4,2,340.8574843048557,5,4,75.5719437067598
3,4,162.18710162750628,11,5,97.84596384269226
5,2,424.8140713327369,6,1,98.50563234611411
0,0,473.84492413562265,17,1,25.482505186342976
0,4,443.00328325952216,1,5,66.58020957528774
1,0,370.8381530899894,9,5,39.559856676529456
3,2,142.34501646385223,14,0,73.13532767103126
1,4,144.39994084228772,11,0,66.22476204120775
1,2,481.86335862078874,16,2,86.0838802823185
1,4,10.090825488167553,3,2,75.65130357605307
5,2,359.44473675486154,6,2,91.91978683396204
5,1,354.59185046485476,8,2,112.22393428365699
2,2,313.23132277014975,18,4,88.24952482299057
2,1,495.1038788129986,22,4,48.7082394523066
1,2,159.380320703044,6,0,41.58032200118155
3,4,173.28607257765785,22,1,102.20403786159056
0,4,44.075004458544996,1,5,61.49610191791054
5,4,224.18507758915004,5,6,121.03749899045708
3,3,134.2190204862498,17,1,101.96810493924413
4,0,174.9764175779339,5,3,47.24658324737301
5,4,418.1130361765357,12,4,125.84577144534458
5,1,468.0648341961104,18,2,115.17373310487957
2,4,96.93787064256689,1,2,90.24255216163755
0,3,189.3919211189656,11,3,46.53750075080893
0,1,464.67212824712004,14,1,22.237472766480437
4,3,35.5951880411652,13,2,98.6686651585818
4,1,50.71846141513237,5,1,65.35110297542896
5,2,85.58153965708354,17,5,117.97870459251317
1,0,299.630352892803,4,3,14.475730030384467
2,0,79.48377414796875,17,6,49.972581197718654
2,3,484.19780881811306,2,1,78.7052645124577
5,0,226.12369099296757,2,5,64.0665150849908
3,3,253.25139037333236,21,1,89.73536736674596
1,3,127.09601482367621,21,1,63.36868949355377
5,3,238.1253249551931,9,2,130.1677173256062
1,0,332.6472481553207,18,0,41.151872384352025
1,3,376.83268279225115,2,4,61.099785989743545
1,0,378.1647009414069,11,1,26.50592284937921
5,3,291.0561007835737,15,1,122.08857466450067
2,4,452.65808862195934,16,1,115.73505489675462
2,3,409.61688441652416,6,0,76.35686146054607
1,1,379.7388167758196,12,5,38.806350491503046
3,3,32.52473323182801,23,6,78.11443926848794
0,2,8.40459129872641,1,6,34.49263346388691
5,3,110.16140221175911,3,3,107.09888172892413
0,1,333.44417898715886,9,2,37.95018506499336
3,1,208.5427569968602,6,0,48.66868723807873
5,0,204.1910983531593,23,5,62.39455163080923
1,4,442.8705096736588,16,1,111.9721529674274
2,3,448.3036098252602,19,5,98.50339920456032
0,0,455.04175570652495,5,0,6.430332107590674
4,4,160.36964787493852,18,0,137.26301409141175
4,3,347.0726273059346,4,0,91.59762776581366
3,2,139.45842473081296,9,3,95.2819348999045
1,3,99.35186737185265,8,4,76.26833691694154
0,1,96.39306638694777,12,2,19.76378237504789
1,1,174.34327232747904,18,3,51.44297503536261
0,2,217.82902179101174,20,3,29.64633473474616
3,0,416.31983967225887,23,4,45.69037991610415
3,4,64.3460912689925,5,3,101.25687437288518
4,3,368.7882944604726,3,0,102.25706516949538
1,1,268.07018252370614,23,0,33.3996211497259
5,0,147.53294462461628,2,5,64.05966993957848
4,2,248.9456943437482,2,1,84.89052332568328
1,1,153.4713245396262,3,3,32.309607471035044
4,2,300.06056784296146,4,1,82.02980610652446
5,3,219.7527418133459,7,2,112.66756958017062
2,4,86.38073689404497,15,6,81.73666361197489
2,1,62.708621905069876,21,0,45.71113875620827
2,1,275.6143626257044,2,5,48.4245054964565
2,3,451.6944514766212,23,2,88.93839405245596
0,0,175.25905484605434,11,5,6.074423353448935
2,4,367.8350530751985,7,6,95.90219949424191
5,1,331.0373706951846,12,6,73.81805597384067
3,4,466.1196825831931,3,4,110.03087736319247
3,1,411.3856035630747,13,0,65.10999218308281
0,4,285.46960315820417,13,2,73.23299853010634
2,2,330.2300966258831,12,4,61.20693369422516
2,1,449.70130095909724,5,6,46.284559138641896
2,4,202.76179837053272,16,2,107.60766209102755
4,0,166.76337939959978,3,5,46.3450877786568
1,2,10.351486399422189,7,4,42.07899635520986
4,2,414.1427817247748,16,4,102.52566564847633
1,0,401.4854466996656,2,0,16.188615893586817
2,4,56.70498645957493,16,1,110.58170998299477
2,3,290.5444036606866,8,5,100.14690533676479
4,0,234.67094059260927,1,5,47.846450044998036
4,4,63.76100227701017,12,4,103.10590349324703
1,0,490.38127239505815,19,4,41.385063165971076
3,0,111.27446429436094,1,0,37.12122849186287
1,1,38.28091914482777,19,1,63.41460409831288
4,4,299.4494528534452,10,5,144.2906844874053
5,3,370.73900518085117,21,6,113.48575212303822
4,1,21.05950579335755,14,3,66.19064394258565
5,0,331.065231169876,10,3,96.70062899279823
0,0,268.48447859596996,22,1,8.747782826564352
4,0,56.11617939314897,2,2,47.58127372072669
0,4,90.39931908844922,2,0,57.58004534891129
3,4,286.14727717145985,11,1,101.0965746898015
1,1,151.69701868907774,23,3,35.05514870834116
5,3,469.46628568240146,4,4,113.03736983642683
1,1,410.2764135946051,19,3,54.68215012620386
0,2,491.8657672242632,6,4,31.22007538061365
5,0,133.53706528045493,6,0,62.06558749721804
1,0,485.01319823499864,12,4,16.572052752010762
4,0,218.46076554682114,8,1,75.18663587905509
2,1,177.02180368030855,20,4,49.82159871787278
0,1,29.923015849829856,12,2,15.329211760761895
1,0,31.118802640503297,11,1,8.87007217906618
0,1,347.54557169359407,12,0,23.494667838831226
0,4,231.6748522448438,23,1,74.23827038029812
5,4,117.12820488787233,9,2,146.73908285572233
5,1,308.91530163099014,0,0,69.40067451935994
2,0,130.16476853380505,7,3,29.853678253306
4,1,290.9277184004892,21,2,70.55070467264397
0,1,182.80832975643173,15,0,19.106778372607266
1,1,412.6583521728504,12,6,34.157280750152175
3,2,411.24459957955577,2,4,70.18853111716722
0,4,241.28844707058866,2,1,72.40064006108106
0,3,178.65545912083272,23,0,39.38156250887141
2,3,184.4670992967518,4,1,71.14453658187634
4,2,403.8286902057678,10,4,109.414872946186
3,1,167.44884398481793,6,0,58.61618589168233
5,2,108.48438998488878,20,3,98.34799102661648
5,2,46.920729228276876,23,6,89.80474553442806
1,0,236.01309483778215,9,6,42.68509115809908
3,4,243.65538896532172,9,2,127.26304185169263
5,3,421.24981164943904,19,0,143.6916274300367
1,1,114.51315474080167,1,4,34.45391533163136
4,3,193.59068046585796,2,0,94.1797458868225
1,3,405.160840752377,7,1,67.29272382222909
5,4,412.6936873207419,10,5,155.17013270877914
2,3,195.38248260949027,12,0,72.32809991794046
2,3,232.26639152690703,6,6,75.51423650069893
2,2,155.12651597039505,12,6,57.20346912878903
5,4,466.61466481755946,1,6,130.1217462919236
2,0,63.72866404208225,5,3,18.49454172227915
3,1,467.20596438572767,8,0,80.75431242737142
4,3,343.5138936584949,19,2,128.95905542103586
1,1,268.1282155799319,1,0,26.309624927503044
1,0,21.166235088325458,17,5,39.77387074774498
5,1,240.4201149518941,15,6,79.40127239391063
2,0,206.83531197635247,11,1,33.289979886176205
2,2,84.80331192768567,6,6,58.94006894903714
0,3,329.9227537328252,6,0,49.33205922237233
4,0,485.71969914730147,16,3,81.59815224358829
3,1,283.2834614769399,12,4,46.737980156738374
1,3,358.80287183975315,10,0,88.52406686083143
0,2,38.88297402017831,5,0,24.426915767382617
0,3,211.7451629294124,22,2,48.141371468545465
5,0,62.59745015642546,13,3,58.06235783334916
1,2,308.33393859057264,5,5,43.78353276236405
5,1,469.5486683160065,5,4,90.3295959269212
3,2,332.57997757346106,1,6,66.27054506643395
0,2,43.01750891563866,21,1,26.04502461125355
0,4,180.559771467616,19,0,85.12014021240192
4,2,277.5783728232215,14,5,81.14597716211146
3,2,204.58783928595986,16,4,90.70786422836147
0,3,417.6537851852103,7,1,51.557333242172746
3,1,408.2621473314447,4,5,60.676014530723215
1,3,307.8563549510946,16,3,91.50642088916672
2,3,189.8616828406891,19,3,100.90377344386505
0,0,131.39150501280585,0,4,0.0
4,3,57.40778751549901,21,6,96.04913521786717
1,4,180.67435332584424,17,1,102.82297953008252
3,4,209.52039601782116,14,3,96.87841220180054
5,0,339.5323479265164,4,4,75.12906799006603
1,1,330.78911302729887,6,3,39.054113419618915
0,1,39.70352912242219,17,3,39.87894866674322
3,3,200.6533611384231,5,5,82.0332256964273
2,3,94.98053927259414,21,5,79.15683309016669
1,3,82.62228913181882,20,3,58.557377093339106
0,1,414.5145641199367,4,2,23.71547657070077
4,2,25.748032274547477,18,5,103.8772436311202
5,4,212.49552357155005,9,1,160.76543282751092
3,2,88.2608096044265,14,4,66.68263987155333
1,2,440.26845676084463,9,4,75.68715925122281
1,1,280.7350540711424,15,6,28.459387766428556
2,2,119.53341500653977,11,1,54.4431710888126
2,0,253.70150714735632,17,1,48.91706917151463
4,3,367.0857480530423,22,1,96.28804869589524
5,0,479.2684144151197,0,6,60.53560999926374
4,4,114.12077210148237,15,1,114.69003829692349
0,3,443.65997720402584,21,0,54.65693123201009
0,2,467.4805365129077,5,6,40.545157191662256
4,4,458.6281695433728,2,4,116.9103718582031
5,3,319.5301066466454,1,0,111.74943222051962
4,2,316.7612239451803,1,6,92.43091983515579
5,0,204.58926342599227,12,3,60.24792130934614
5,3,377.43695174037504,8,3,138.94052302620344
3,2,267.9905390837113,15,4,72.72476649579927
5,0,340.3318452580058,4,3,72.51658304713891
2,4,217.08666240515376,22,1,90.53500731087183
5,4,367.09074970135384,20,6,129.78640921816384
5,4,413.1134012142518,6,0,121.97092017158576
5,4,77.48594701839397,12,1,117.50520718184298
0,1,417.3002092092429,19,3,42.51156216386689
2,3,272.44678323620207,23,5,62.06957667728377
2,3,423.10962499966104,12,0,79.44818918053141
4,1,218.49434463880223,6,1,66.06174269323597
3,2,192.62504026460235,9,6,96.84785924819052
5,2,457.9550625960251,14,4,99.33654765459801
1,4,129.32878743645864,20,1,75.78875732474722
3,0,422.8851010166408,5,5,51.148279079191326
3,2,244.59018339215504,4,3,70.92827911422287
2,0,259.4772440628735,22,0,32.5344909717766
3,3,157.69179933729458,1,4,82.64261755657552
5,0,288.65588930641275,20,0,69.89705838618954
5,3,165.9795421567246,14,4,102.12140256953559
0,1,24.438360049617895,15,6,6.300986193492593
5,1,139.63930964545625,18,0,113.3260885512313
5,4,8.157626486262386,8,3,154.34467329129149
2,2,489.285619593144,21,6,54.05813990963099
5,4,483.044868860775,18,6,154.4803307473341
0,3,200.601872248791,6,4,49.76161916036903
1,4,365.54357289812475,3,2,82.92572936780444
2,0,176.17401871316036,2,0,36.21952485701937
1,3,337.19111275755813,23,0,58.436770995055575
2,1,403.6878713077597,19,1,67.03534829857796
4,2,473.64434112265917,10,4,112.4670309414971
3,3,203.10507654558765,0,5,80.24421136148439
4,3,392.7325015632436,5,2,87.2839661387125
5,0,136.6345830628988,10,3,86.59649133738353
1,2,495.21449037785595,0,1,56.19200934334057
5,1,17.755951388353814,20,2,75.25278210007382
3,3,303.7467592180549,6,4,90.1951614801101
2,3,331.4554609174069,5,2,78.03414023811939
3,0,345.58255075169376,13,6,37.77672288807403
0,4,64.59185150059906,1,0,61.63194475190726
3,1,469.5722428191996,3,6,52.76564161118894
0,2,94.68572312979099,10,0,54.3341611551698
3,3,313.2629346037213,14,1,87.51752461433409
0,3,115.22465916592705,17,4,72.29872985187818
1,1,157.0721264255291,0,4,23.686768144457726
5,4,275.4969781554216,2,2,120.06496213208067
5,3,211.51074218946536,2,1,110.6850129920788
4,1,84.31167248337061,6,4,68.82320062618392
5,0,89.6135191983199,0,5,60.75743291651691
2,4,211.98167014058583,10,5,111.95450000654562
3,2,379.85507424637285,5,6,78.25348148494207
4,3,449.49250018965535,19,0,123.12951943365678
2,1,46.6431928183945,2,2,48.568011686888475
2,0,199.58643424190353,18,3,46.26536516158933
0,2,54.62155404282393,1,0,36.334912738300446
5,1,13.213277913135952,17,1,102.96010477902801
1,1,332.5507479087585,11,4,45.70161757015113
1,2,303.21247377346094,9,0,67.45840287355867
4,0,85.69446133836867,4,3,38.04377493376252
1,0,120.73735238106673,8,3,45.66197888409829
3,4,16.735338054036596,1,5,88.97803922448182
1,3,418.29886681872983,1,1,68.44485979706504
4,2,487.471845044033,5,0,93.66019230401693
1,2,72.05247071337195,9,2,70.3398532378562
3,2,119.58023081382257,17,0,94.55250904878741
0,0,434.8627143537324,11,5,10.701954461109372
4,3,463.5995799883115,3,6,106.45910106662296
0,4,212.71555448937113,21,3,67.18965351360251
0,1,30.058123773191692,20,1,9.518243441508057
0,1,24.498957677945604,16,1,49.61497776280483
2,2,289.10518370416014,14,2,60.03764384846771
5,3,199.48307890212362,5,1,111.58136951044
2,0,19.182951650938985,15,5,27.938604120653093
5,3,293.7099341947156,16,5,141.65383769330072
0,3,10.594755611566123,2,5,50.472429224604504
4,0,394.74911928389014,9,1,81.55366651791527
5,2,156.68424723816892,4,1,93.47101736768732
3,3,24.92771148956989,13,5,83.54160914463588
3,1,296.2343493866609,20,1,62.42499201750055
1,0,201.85378514436206,12,1,10.47396727872282
5,4,487.031204611789,5,3,132.96110120344557
4,2,274.3783379393326,11,0,79.05595373380666
2,0,141.2433946133191,7,4,36.08093551727373
0,4,356.17223799381753,4,1,68.96001559979874
1,4,139.3885412586421,14,4,72.7076329519185
3,3,452.60042924674474,15,6,92.19559159327937
2,3,190.48737540115133,0,4,72.85575579645528
2,3,277.1849385742216,15,3,73.74276395982228
0,0,30.033686392993285,4,1,0.0
5,0,215.93001278635424,2,5,59.19763523983852
3,2,417.0199521321925,19,4,98.63813354523128
4,3,403.79615865485425,14,1,92.63415247469507
2,4,116.0376866324955,12,2,83.3848722458618
0,1,116.90914015022852,23,6,14.838808989069445
4,2,409.5661295455522,15,5,82.29410945722138
5,0,465.5472179838161,22,2,73.17271842799953
3,2,52.203656030136756,10,2,87.64322652761204
5,2,227.7790265159815,20,4,94.99762459070244
2,2,172.03986808729334,1,2,55.67497756679299
4,2,435.9907854514325,21,3,86.12582939336798
4,1,46.344832766609294,5,3,71.95890041858785
4,3,109.50734156622852,5,4,96.08857859049044
2,4,377.4718271053147,13,1,93.41460099973773
2,2,30.390455245701713,10,0,75.78072366884868
5,2,248.8050134535732,7,1,98.10684865554965
1,2,223.8429821664614,7,1,49.3967091775684
5,3,170.5285835994306,0,1,110.84861500718216
3,0,200.31329608286728,20,1,33.96038183224409
0,0,267.3205905304653,6,5,2.420175720768839
4,1,84.87684240224965,5,0,71.86543716588645
1,0,288.1379597503784,20,5,14.324036866571221
0,2,403.6890030034932,7,2,45.92372018884302
1,2,381.27966024612874,18,6,71.89361031967054
5,2,81.18045282341797,21,1,92.36468982673246
2,1,78.87848752202959,20,6,39.641723579153265
4,2,137.7463120337321,23,3,76.53089982976631
5,0,183.73198953881342,19,4,84.52259489292786
0,3,207.1855127971989,7,4,45.62249522349531
0,3,341.4501223325059,13,5,52.56932385389799
0,4,33.05681392208852,17,5,90.11322389841813
0,0,22.16298859190286,15,3,0.8590430354080358
0,2,198.99572865723496,8,1,58.81302339041695
1,3,350.09602760830035,14,6,70.0538108288775
5,0,100.75049476345887,9,6,87.22170078010075
4,3,322.5447182218446,21,0,96.73657633888016
2,2,133.61492828044823,15,2,51.68359317242496
2,3,443.6126238626906,3,4,84.2244888955469
5,4,448.36652241197515,19,2,152.320342897428
5,4,152.1571661192566,12,0,120.15027435051579
2,3,118.84690821180405,21,5,68.05172204637245
2,0,208.59546617278448,4,6,34.24286210089433
1,0,124.06313466417362,21,4,11.616392726942347
3,0,337.8300024293933,6,2,47.70891383696333
4,3,413.90201885140135,22,5,100.12600082498068
0,0,338.1806048010524,8,0,25.721710440886433
3,2,413.05347138842797,7,2,72.59861095866906
5,4,201.5111202926997,15,6,123.86625673361429
2,2,82.37690050088612,5,1,55.07168404616098
3,0,370.28571896180813,15,5,42.70579586485549
4,2,183.43488004506918,5,0,80.05897288504228
5,0,337.2790584884206,13,2,62.82053137125527
0,3,138.968751280974,20,6,47.83306284449045
0,2,45.20866922930297,0,1,33.60891548822569
4,3,496.32798876644284,8,1,120.6135809723303
4,3,82.31974642564664,23,0,101.14170601877396
2,1,494.26839201192314,12,3,30.40225831179177
0,0,488.75356662039144,18,6,35.151314206239576
5,4,397.93996143447964,16,6,155.28923390605672
3,0,331.4143662305888,10,4,64.61152327513666
5,4,291.01448987428694,7,0,115.19111594263283
1,0,433.7202649620282,22,1,20.190784798780324
1,3,148.27256320164653,4,1,60.8139308870501
4,2,236.50220018001414,9,0,101.9864503307193
2,2,311.59803483641844,6,3,56.08129364382607
1,1,208.5392855553981,9,4,60.98434619142688
0,4,216.60579477468264,3,2,64.92052469400254
5,4,168.4909104135318,8,0,140.82643326195742
5,4,284.29474925884534,13,4,127.93504457395255
4,3,426.03439136748244,1,6,96.86809366745781
3,4,104.75654711312485,8,4,119.22131877812926
4,2,467.5443541829535,20,5,88.33917404706307
